,inventory_id,store_id,city,district
4216,821,2.0,Yangor,
4217,4567,1.0,Kilis,Kilis
4218,2053,2.0,Cuauhtmoc,Chihuahua
4219,2407,1.0,Tandil,Buenos Aires
4220,3659,1.0,Katihar,Bihar
4221,1766,1.0,Kermanshah,Kermanshah
4222,1692,2.0,Vaduz,Vaduz
4223,4186,1.0,Rae Bareli,Uttar Pradesh
4224,1020,1.0,Chisinau,Chisinau
4225,953,1.0,Ivanovo,Ivanovo
4226,353,2.0,Ciudad del Este,Alto Paran
4227,3522,2.0,Hino,Tokyo-to
4228,3841,2.0,Daugavpils,Daugavpils
4229,1849,2.0,La Paz,Baja California Sur
4230,1179,1.0,Siegen,Nordrhein-Westfalen
4231,3525,2.0,Songkhla,Songkhla
4232,642,1.0,Taizz,Taizz
4233,3773,1.0,Stockport,England
4234,3024,1.0,Kragujevac,Central Serbia
4235,3866,1.0,Lima,Lima
4236,1024,2.0,Cayenne,Cayenne
4237,4154,1.0,Jinzhou,Liaoning
4238,3626,1.0,Effon-Alaiye,Oyo & Osun
4239,4559,2.0,Xinxiang,Henan
4240,592,1.0,Jos Azueta,Guerrero
4241,3743,2.0,Bandar Seri Begawan,Brunei and Muara
4242,1141,1.0,Cianjur,West Java
4243,808,1.0,Valencia,Carabobo
4244,773,1.0,Tel Aviv-Jaffa,Tel Aviv
4245,4185,1.0,Caracas,Distrito Federal
4246,2556,2.0,Sawhaj,Sawhaj
4247,3541,1.0,Adoni,Andhra Pradesh
4248,474,2.0,Yuncheng,Shanxi
4249,3355,2.0,Pyongyang,Pyongyang-si
4250,3957,2.0,Bhimavaram,Andhra Pradesh
4251,749,1.0,Esfahan,Esfahan
4252,1386,1.0,Liaocheng,Shandong
4253,3927,1.0,Novi Sad,Vojvodina
4254,1562,2.0,Kanchrapara,West Bengali
4255,4378,2.0,Cuauhtmoc,Chihuahua
4256,4575,1.0,Arlington,Texas
4257,1405,2.0,Rizhao,Shandong
4258,3122,2.0,Shimonoseki,Yamaguchi
4259,2975,2.0,Southend-on-Sea,England
4260,3499,1.0,Charlotte Amalie,St Thomas
4261,1685,2.0,Bchar,Bchar
4262,1578,1.0,Chapra,Bihar
4263,136,2.0,Richmond Hill,Ontario
4264,432,1.0,Ife,Oyo & Osun
4265,415,2.0,Rizhao,Shandong
4266,183,2.0,Aden,Aden
4267,533,2.0,Hidalgo,Michoacn de Ocampo
4268,488,2.0,Dos Quebradas,Risaralda
4269,4163,1.0,Linz,North Austria
4270,787,2.0,Citt del Vaticano,
4271,1167,1.0,Korolev,Moskova
4272,221,1.0,Balikesir,Balikesir
4273,1983,1.0,Ivanovo,Ivanovo
4274,3693,2.0,Laredo,Texas
4275,581,1.0,Sousse,Sousse
4276,1115,2.0,Garden Grove,California
4277,1182,1.0,Birgunj,Central
4278,3134,1.0,Shikarpur,Sind
4279,2807,1.0,Stockport,England
4280,1313,2.0,Yingkou,Liaoning
4281,511,1.0,Kansas City,Missouri
4282,4496,1.0,Caracas,Distrito Federal
4283,3558,1.0,Bislig,Caraga
4284,1508,2.0,Daxian,Sichuan
4285,3172,1.0,Uttarpara-Kotrung,West Bengali
4286,4174,2.0,Ogbomosho,Oyo & Osun
4287,2074,1.0,Oulu,Pohjois-Pohjanmaa
4288,3084,2.0,Koriyama,Fukushima
4289,984,1.0,Syrakusa,Sisilia
4290,2845,1.0,Yerevan,Yerevan
4291,2490,2.0,San Felipe del Progreso,Mxico
4292,977,1.0,Rustenburg,North West
4293,882,1.0,Fukuyama,Hiroshima
4294,1055,1.0,Avellaneda,Buenos Aires
4295,870,1.0,Ife,Oyo & Osun
4296,1189,1.0,Chisinau,Chisinau
4297,1630,1.0,Dhule (Dhulia),Maharashtra
4298,3669,1.0,Dhaka,Dhaka
4299,818,1.0,Huixquilucan,Mxico
4300,3382,2.0,Hami,Xinxiang
4301,3926,1.0,Iwaki,Fukushima
4302,1219,2.0,Aden,Aden
4303,2827,2.0,Gijn,Asturia
4304,1482,1.0,Jinchang,Gansu
4305,3549,2.0,Bhilwara,Rajasthan
4306,3842,1.0,Nakhon Sawan,Nakhon Sawan
4307,2985,1.0,Salala,Zufar
4308,3870,2.0,Tete,Tete
4309,91,2.0,Shimonoseki,Yamaguchi
4310,539,1.0,s-Hertogenbosch,Noord-Brabant
4311,1472,1.0,Siegen,Nordrhein-Westfalen
4312,517,2.0,Kaliningrad,Kaliningrad
4313,2234,2.0,Enshi,Hubei
4314,1607,1.0,Birgunj,Central
4315,3389,1.0,Shikarpur,Sind
4316,3437,1.0,Kurgan,Kurgan
4317,612,2.0,Bandar Seri Begawan,Brunei and Muara
4318,1522,2.0,Barcelona,Anzotegui
4319,1287,1.0,Rampur,Uttar Pradesh
4320,952,2.0,Asuncin,Asuncin
4321,3728,1.0,Tanauan,Southern Tagalog
4322,4037,1.0,Santa F,Santa F
4323,860,2.0,Chiayi,Chiayi
4324,2174,1.0,Higashiosaka,Osaka
4325,638,1.0,Joliet,Illinois
4326,2408,1.0,Jaffna,Northern
4327,419,1.0,NDjamna,Chari-Baguirmi
4328,1714,2.0,Apeldoorn,Gelderland
4329,76,2.0,Cuman,Sucre
4330,3021,2.0,Aden,Aden
4331,1332,2.0,Mwene-Ditu,East Kasai
4332,482,2.0,Cam Ranh,Khanh Hoa
4333,2313,1.0,Rancagua,OHiggins
4334,3152,1.0,Jos Azueta,Guerrero
4335,3215,1.0,guas Lindas de Gois,Gois
4336,3919,1.0,Saarbrcken,Saarland
4337,4523,1.0,Ktahya,Ktahya
4338,1355,2.0,Dos Quebradas,Risaralda
4339,1926,2.0,Donostia-San Sebastin,Baskimaa
4340,1185,2.0,Kimchon,Kyongsangbuk
4341,2235,1.0,Ambattur,Tamil Nadu
4342,1906,2.0,Nha Trang,Khanh Hoa
4343,1964,1.0,Nukualofa,Tongatapu
4344,1948,1.0,Abu Dhabi,Abu Dhabi
4345,3430,1.0,Compton,California
4346,2223,2.0,Hiroshima,Hiroshima
4347,3567,2.0,Manchester,New Hampshire
4348,2636,2.0,Tianjin,Tianjin
4349,368,1.0,Abu Dhabi,Abu Dhabi
4350,4423,1.0,Balurghat,West Bengali
4351,4557,1.0,Kitwe,Copperbelt
4352,1907,1.0,Bydgoszcz,Kujawsko-Pomorskie
4353,3413,1.0,Ilorin,Kwara & Kogi
4354,3136,2.0,Uluberia,West Bengali
4355,3222,2.0,Ponce,Ponce
4356,1811,2.0,Goinia,Gois
4357,116,2.0,San Juan Bautista Tuxtepec,Oaxaca
4358,3759,2.0,San Juan Bautista Tuxtepec,Oaxaca
4359,3202,1.0,Jinchang,Gansu
4360,10,1.0,Soshanguve,Gauteng
4361,3207,1.0,Tongliao,Inner Mongolia
4362,2961,1.0,Purwakarta,West Java
4363,4529,1.0,Niznekamsk,Tatarstan
4364,736,2.0,Yuzhou,Henan
4365,3552,2.0,Chungho,Taipei
4366,1591,2.0,Bilbays,al-Sharqiya
4367,2533,2.0,Meixian,Guangdong
4368,2207,2.0,London,England
4369,3593,1.0,Hodeida,Hodeida
4370,4377,2.0,Chungho,Taipei
4371,3035,1.0,Avellaneda,Buenos Aires
4372,1344,2.0,Laiwu,Shandong
4373,3294,2.0,Ciudad del Este,Alto Paran
4374,1244,2.0,Crdoba,Crdoba
4375,2773,1.0,Miraj,Maharashtra
4376,3164,1.0,Pachuca de Soto,Hidalgo
4377,3727,1.0,Acua,Coahuila de Zaragoza
4378,657,2.0,Citt del Vaticano,
4379,2649,1.0,Juiz de Fora,Minas Gerais
4380,1178,1.0,Mysore,Karnataka
4381,849,2.0,Xintai,Shandong
4382,499,1.0,Sorocaba,So Paulo
4383,591,1.0,Sousse,Sousse
4384,3150,2.0,Aden,Aden
4385,1672,1.0,Lilongwe,Lilongwe
4386,6,1.0,Lipetsk,Lipetsk
4387,2135,2.0,Pak Kret,Nonthaburi
4388,4236,2.0,Mit Ghamr,al-Daqahliya
4389,4034,2.0,al-Qadarif,al-Qadarif
4390,563,1.0,Ondo,Ondo & Ekiti
4391,360,2.0,So Bernardo do Campo,So Paulo
4392,750,2.0,Peoria,Illinois
4393,3085,2.0,Robamba,Chimborazo
4394,3628,1.0,Purnea (Purnia),Jharkhand
4395,4515,1.0,Brest,Bretagne
4396,49,2.0,Gulbarga,Karnataka
4397,2725,1.0,Tandil,Buenos Aires
4398,1198,2.0,Citt del Vaticano,
4399,3973,1.0,Nabereznyje Telny,Tatarstan
4400,944,1.0,Shikarpur,Sind
4401,2102,1.0,Soshanguve,Gauteng
4402,438,1.0,Erlangen,Baijeri
4403,267,2.0,Mardan,Nothwest Border Prov
4404,2482,1.0,Santiago de los Caballeros,Santiago
4405,3153,2.0,Hamilton,Hamilton
4406,2754,2.0,Banjul,Banjul
4407,320,2.0,Jodhpur,Rajasthan
4408,1181,2.0,Ponce,Ponce
4409,1062,2.0,Hunuco,Huanuco
4410,991,1.0,Ozamis,Northern Mindanao
4411,1403,2.0,Jamalpur,Dhaka
4412,1247,1.0,Valle de la Pascua,Gurico
4413,743,1.0,Abu Dhabi,Abu Dhabi
4414,4368,1.0,al-Qatif,al-Sharqiya
4415,783,1.0,Vila Velha,Esprito Santo
4416,4427,1.0,Maikop,Adygea
4417,4103,1.0,al-Qatif,al-Sharqiya
4418,1741,1.0,San Lorenzo,Central
4419,2721,2.0,Cape Coral,Florida
4420,662,2.0,Huaian,Jiangsu
4421,877,1.0,San Lorenzo,Central
4422,364,1.0,Qinhuangdao,Hebei
4423,1021,2.0,Bchar,Bchar
4424,2575,2.0,Memphis,Tennessee
4425,2949,2.0,Sumy,Sumy
4426,3436,2.0,Inegl,Bursa
4427,936,2.0,Citt del Vaticano,
4428,2779,1.0,Kolpino,Pietari
4429,88,2.0,Sirjan,Kerman
4430,1801,1.0,Jhansi,Uttar Pradesh
4431,3815,2.0,Pyongyang,Pyongyang-si
4432,4326,2.0,Bucuresti,Bukarest
4433,3578,1.0,Allende,Guanajuato
4434,4371,1.0,Toulon,Provence-Alpes-Cte
4435,2393,2.0,Yingkou,Liaoning
4436,1236,2.0,Eskisehir,Eskisehir
4437,3680,1.0,Fuyu,Jilin
4438,461,2.0,Varanasi (Benares),Uttar Pradesh
4439,72,1.0,Emeishan,Sichuan
4440,764,2.0,Bhimavaram,Andhra Pradesh
4441,3328,2.0,Adana,Adana
4442,2629,1.0,Kitwe,Copperbelt
4443,404,1.0,Santiago de Compostela,Galicia
4444,2768,2.0,Tonghae,Kang-won
4445,2813,2.0,Santo Andr,So Paulo
4446,1252,1.0,San Lorenzo,Central
4447,179,2.0,Bradford,England
4448,2414,1.0,Florencia,Caquet
4449,89,1.0,Avellaneda,Buenos Aires
4450,1395,2.0,Masqat,Masqat
4451,1396,2.0,Eskisehir,Eskisehir
4452,3395,1.0,Pudukkottai,Tamil Nadu
4453,407,2.0,Serpuhov,Moskova
4454,1307,1.0,Anpolis,Gois
4455,3987,1.0,Saarbrcken,Saarland
4456,4121,1.0,Szkesfehrvr,Fejr
4457,3656,1.0,Effon-Alaiye,Oyo & Osun
4458,4120,2.0,Beira,Sofala
4459,4356,1.0,Laohekou,Hubei
4460,4484,1.0,Southampton,England
4461,2877,2.0,Jamalpur,Dhaka
4462,3320,2.0,Callao,Callao
4463,4466,2.0,Xinxiang,Henan
4464,3302,1.0,Udaipur,Rajasthan
4465,2173,1.0,Firozabad,Uttar Pradesh
4466,3605,1.0,Soshanguve,Gauteng
4467,263,1.0,Lungtan,Taipei
4468,2089,1.0,Mexicali,Baja California
4469,1387,1.0,Mwanza,Mwanza
4470,4474,2.0,Apeldoorn,Gelderland
4471,3466,1.0,Hanoi,Hanoi
4472,395,2.0,Tabriz,East Azerbaidzan
4473,1602,2.0,Haining,Zhejiang
4474,1764,1.0,Bratislava,Bratislava
4475,3516,1.0,Fuyu,Jilin
4476,4457,2.0,Patiala,Punjab
4477,1669,2.0,Emmen,Drenthe
4478,3500,1.0,Suihua,Heilongjiang
4479,1222,2.0,San Juan Bautista Tuxtepec,Oaxaca
4480,2867,1.0,Sungai Petani,Kedah
4481,2614,1.0,guas Lindas de Gois,Gois
4482,837,2.0,Changzhou,Jiangsu
4483,2220,2.0,Arecibo,Arecibo
4484,2108,1.0,La Plata,Buenos Aires
4485,4306,2.0,Halisahar,West Bengali
4486,2690,1.0,Tel Aviv-Jaffa,Tel Aviv
4487,1168,2.0,Berhampore (Baharampur),West Bengali
4488,1152,1.0,Coacalco de Berriozbal,Mxico
4489,1369,2.0,Chandrapur,Maharashtra
4490,1655,2.0,Imus,Southern Tagalog
4491,3515,2.0,Omiya,Saitama
4492,150,2.0,Carmen,Campeche
4493,1995,1.0,Dundee,Scotland
4494,4299,2.0,Faaa,Tahiti
4495,851,2.0,Haiphong,Haiphong
4496,398,2.0,Usolje-Sibirskoje,Irkutsk
4497,1412,2.0,Portoviejo,Manab
4498,225,1.0,Hodeida,Hodeida
4499,1503,2.0,Hamilton,Hamilton
4500,361,1.0,Laohekou,Hubei
4501,1864,1.0,Mwanza,Mwanza
4502,1484,1.0,Torren,Coahuila de Zaragoza
4503,819,1.0,Talavera,Central Luzon
4504,3996,2.0,Tete,Tete
4505,1760,2.0,Botosani,Botosani
4506,1085,2.0,Davao,Southern Mindanao
4507,4438,2.0,Changhwa,Changhwa
4508,1569,2.0,Shanwei,Guangdong
4509,3704,1.0,Compton,California
4510,1938,2.0,Fengshan,Kaohsiung
4511,1998,1.0,Anpolis,Gois
4512,2314,2.0,York,England
4513,453,2.0,Southend-on-Sea,England
4514,697,1.0,Szkesfehrvr,Fejr
4515,4425,1.0,Qomsheh,Esfahan
4516,3505,1.0,Toulon,Provence-Alpes-Cte
4517,2652,2.0,Adana,Adana
4518,4114,2.0,Angra dos Reis,Rio de Janeiro
4519,2785,2.0,Daugavpils,Daugavpils
4520,2218,1.0,Shahr-e Kord,Chaharmahal va Bakht
4521,3631,1.0,Tegal,Central Java
4522,1443,1.0,Sasebo,Nagasaki
4523,2263,1.0,Bijapur,Karnataka
4524,3209,2.0,Bergamo,Lombardia
4525,1361,1.0,Toulon,Provence-Alpes-Cte
4526,3775,1.0,Kamakura,Kanagawa
4527,3108,1.0,Dundee,Scotland
4528,4012,1.0,Mwanza,Mwanza
4529,1105,2.0,Emmen,Drenthe
4530,2518,2.0,Botshabelo,Free State
4531,561,2.0,Shimonoseki,Yamaguchi
4532,220,2.0,Citt del Vaticano,
4533,1305,1.0,Erlangen,Baijeri
4534,3638,1.0,El Fuerte,Sinaloa
4535,2450,1.0,Higashiosaka,Osaka
4536,4160,1.0,Brescia,Lombardia
4537,1976,1.0,Tallahassee,Florida
4538,4169,2.0,Donostia-San Sebastin,Baskimaa
4539,913,1.0,Yerevan,Yerevan
4540,4471,1.0,Zeleznogorsk,Krasnojarsk
4541,3658,1.0,Kumbakonam,Tamil Nadu
4542,4507,1.0,Korolev,Moskova
4543,3386,2.0,Hagonoy,Central Luzon
4544,765,2.0,Tarsus,Adana
4545,2797,1.0,al-Ayn,Abu Dhabi
4546,615,2.0,Deba Habe,Bauchi & Gombe
4547,1160,2.0,Robamba,Chimborazo
4548,2549,2.0,Ezhou,Hubei
4549,2114,2.0,Bhimavaram,Andhra Pradesh
4550,3878,1.0,Kurgan,Kurgan
4551,1757,1.0,Shivapuri,Madhya Pradesh
4552,4099,2.0,Hsichuh,Taipei
4553,1191,2.0,Botshabelo,Free State
4554,828,1.0,Erlangen,Baijeri
4555,1911,2.0,Shanwei,Guangdong
4556,303,2.0,Arak,Markazi
4557,1643,1.0,Madiun,East Java
4558,963,2.0,Uruapan,Michoacn de Ocampo
4559,287,2.0,Santa Rosa,Southern Tagalog
4560,2494,2.0,Isesaki,Gumma
4561,3755,2.0,Bucuresti,Bukarest
4562,4302,1.0,Torren,Coahuila de Zaragoza
4563,4073,2.0,Bhusawal,Maharashtra
4564,2626,1.0,Lima,Lima
4565,2925,1.0,Balikesir,Balikesir
4566,2612,1.0,Ueda,Nagano
4567,2416,2.0,Songkhla,Songkhla
4568,1324,2.0,Cuautla,Morelos
4569,2478,2.0,Dallas,Texas
4570,536,2.0,Beira,Sofala
4571,231,1.0,Yerevan,Yerevan
4572,1920,2.0,Serpuhov,Moskova
4573,1688,1.0,Tongliao,Inner Mongolia
4574,1533,2.0,York,England
4575,4290,1.0,Quilmes,Buenos Aires
4576,3512,2.0,Haiphong,Haiphong
4577,887,1.0,Juiz de Fora,Minas Gerais
4578,688,1.0,Karnal,Haryana
4579,4151,2.0,Okinawa,Okinawa
4580,2322,1.0,Najafabad,Esfahan
4581,1622,1.0,Kilis,Kilis
4582,1374,1.0,Gingoog,Northern Mindanao
4583,3502,1.0,Lincoln,Nebraska
4584,3629,2.0,Ikerre,Ondo & Ekiti
4585,1192,2.0,Kimchon,Kyongsangbuk
4586,4233,1.0,Iligan,Central Mindanao
4587,2276,1.0,Compton,California
4588,2141,1.0,Buenaventura,Valle
4589,2897,1.0,Benguela,Benguela
4590,26,2.0,Pontianak,Kalimantan Barat
4591,760,1.0,Rampur,Uttar Pradesh
4592,2280,1.0,Sungai Petani,Kedah
4593,3767,2.0,Konotop,Sumy
4594,258,1.0,Simferopol,Krim
4595,2098,2.0,Satna,Madhya Pradesh
4596,1526,2.0,Rockford,Illinois
4597,3184,1.0,Czestochowa,Slaskie
4598,3616,1.0,Liaocheng,Shandong
4599,755,2.0,Sumqayit,Sumqayit
4600,4230,1.0,Brest,Bretagne
4601,1139,1.0,Vinh,Nghe An
4602,1946,1.0,Siliguri (Shiliguri),West Bengali
4603,1193,2.0,Fuzhou,Fujian
4604,758,2.0,Sagamihara,Kanagawa
4605,3711,1.0,Zhezqazghan,Qaraghandy
4606,1279,2.0,Olomouc,Severn Morava
4607,3486,1.0,Sasebo,Nagasaki
4608,82,1.0,Cabuyao,Southern Tagalog
4609,476,1.0,Jos Azueta,Guerrero
4610,2579,1.0,Baybay,Eastern Visayas
4611,1200,2.0,Omiya,Saitama
4612,2580,2.0,Owo,Ondo & Ekiti
4613,3784,2.0,ostka,Sumy
4614,3691,1.0,Kirovo-Tepetsk,Kirov
4615,2127,2.0,Mosul,Ninawa
4616,3467,2.0,Aden,Aden
4617,1594,1.0,Ahmadnagar,Maharashtra
4618,2710,1.0,Kowloon and New Kowloon,Kowloon and New Kowl
4619,4171,2.0,Garden Grove,California
4620,1548,1.0,Ede,Gelderland
4621,318,2.0,Lhokseumawe,Aceh
4622,37,1.0,Palghat (Palakkad),Kerala
4623,2383,1.0,Rae Bareli,Uttar Pradesh
4624,1888,1.0,Ruse,Ruse
4625,228,2.0,Bucuresti,Bukarest
4626,3446,2.0,San Felipe del Progreso,Mxico
4627,470,1.0,Mysore,Karnataka
4628,4330,1.0,Korolev,Moskova
4629,3178,2.0,Hsichuh,Taipei
4630,811,2.0,Peoria,Illinois
4631,2434,2.0,Cayenne,Cayenne
4632,1858,2.0,Phnom Penh,Phnom Penh
4633,1917,1.0,Mandaluyong,National Capital Reg
4634,2240,1.0,Arlington,Texas
4635,2459,2.0,Changhwa,Changhwa
4636,1147,2.0,Pontianak,Kalimantan Barat
4637,2436,2.0,Citt del Vaticano,
4638,1962,1.0,Lungtan,Taipei
4639,239,1.0,Vancouver,British Colombia
4640,3239,1.0,Chisinau,Chisinau
4641,687,2.0,Dallas,Texas
4642,618,1.0,Belm,Par
4643,674,2.0,Tabuk,Tabuk
4644,3490,2.0,Tartu,Tartumaa
4645,1116,1.0,Syrakusa,Sisilia
4646,2850,1.0,Huixquilucan,Mxico
4647,4064,1.0,Vilnius,Vilna
4648,4198,2.0,Smolensk,Smolensk
4649,2511,2.0,Omiya,Saitama
4650,4210,1.0,Ozamis,Northern Mindanao
4651,4078,1.0,Taizz,Taizz
4652,839,1.0,Fukuyama,Hiroshima
4653,1002,1.0,Iwakuni,Yamaguchi
4654,3131,1.0,Lilongwe,Lilongwe
4655,4389,2.0,San Juan Bautista Tuxtepec,Oaxaca
4656,1208,1.0,Touliu,Ynlin
4657,2641,1.0,Sivas,Sivas
4658,1370,1.0,Novi Sad,Vojvodina
4659,2959,1.0,Touliu,Ynlin
4660,1318,1.0,Sanya,Hainan
4661,575,1.0,Ivanovo,Ivanovo
4662,4576,2.0,Dos Quebradas,Risaralda
4663,3348,1.0,Shaoguan,Guangdong
4664,3971,1.0,Mwanza,Mwanza
4665,3494,1.0,Jos Azueta,Guerrero
4666,3317,2.0,Jakarta,Jakarta Raya
4667,2139,2.0,Balaiha,Moskova
4668,1922,2.0,Kaduna,Kaduna
4669,2792,2.0,Bandar Seri Begawan,Brunei and Muara
4670,1617,2.0,Jamalpur,Dhaka
4671,1309,1.0,Tychy,Slaskie
4672,2590,1.0,Tiefa,Liaoning
4673,1226,1.0,Santiago de los Caballeros,Santiago
4674,241,2.0,Vicente Lpez,Buenos Aires
4675,3610,2.0,Sawhaj,Sawhaj
4676,4043,1.0,Saarbrcken,Saarland
4677,1025,1.0,Torren,Coahuila de Zaragoza
4678,873,1.0,Mandaluyong,National Capital Reg
4679,3464,1.0,Korla,Xinxiang
4680,503,1.0,Quilmes,Buenos Aires
4681,602,2.0,al-Manama,al-Manama
4682,1398,1.0,Jalib al-Shuyukh,Hawalli
4683,1156,2.0,Pingxiang,Jiangxi
4684,3574,1.0,Ife,Oyo & Osun
4685,2519,1.0,Guadalajara,Jalisco
4686,3304,2.0,Daxian,Sichuan
4687,596,1.0,Po,So Paulo
4688,1490,1.0,Valle de Santiago,Guanajuato
4689,1694,1.0,Syrakusa,Sisilia
4690,3637,1.0,Anpolis,Gois
4691,805,1.0,Vila Velha,Esprito Santo
4692,1358,2.0,Shanwei,Guangdong
4693,4143,2.0,Jodhpur,Rajasthan
4694,3963,2.0,Monclova,Coahuila de Zaragoza
4695,2462,2.0,Hsichuh,Taipei
4696,3889,2.0,Trshavn,Streymoyar
4697,3012,2.0,Santa Rosa,Southern Tagalog
4698,2593,1.0,Papeete,Tahiti
4699,2859,2.0,So Bernardo do Campo,So Paulo
4700,2291,1.0,Munger (Monghyr),Bihar
4701,3709,2.0,Bradford,England
4702,2512,1.0,Tychy,Slaskie
4703,52,1.0,Effon-Alaiye,Oyo & Osun
4704,3249,2.0,Bellevue,Washington
4705,3964,1.0,Ktahya,Ktahya
4706,248,2.0,al-Manama,al-Manama
4707,2327,2.0,Bucuresti,Bukarest
4708,2371,1.0,Vila Velha,Esprito Santo
4709,1399,1.0,Nuuk,Kitaa
4710,1932,1.0,Tama,Ibaragi
4711,4010,1.0,Warren,Michigan
4712,1923,1.0,Izumisano,Osaka
4713,1491,1.0,Maracabo,Zulia
4714,1653,1.0,NDjamna,Chari-Baguirmi
4715,1315,2.0,Southport,England
4716,2669,1.0,Abu Dhabi,Abu Dhabi
4717,3105,1.0,Jalib al-Shuyukh,Hawalli
4718,3738,2.0,al-Manama,al-Manama
4719,965,1.0,Lipetsk,Lipetsk
4720,3375,2.0,Kaduna,Kaduna
4721,2058,1.0,Athenai,Attika
4722,4369,1.0,Molodetno,Minsk
4723,1251,1.0,Vila Velha,Esprito Santo
4724,3687,2.0,Usolje-Sibirskoje,Irkutsk
4725,1429,2.0,Ciudad del Este,Alto Paran
4726,1619,1.0,Po,So Paulo
4727,4124,2.0,Xiangfan,Hubei
4728,308,1.0,Sokoto,Sokoto & Kebbi & Zam
4729,2230,1.0,Zalantun,Inner Mongolia
4730,1928,1.0,Sanya,Hainan
4731,4324,2.0,South Hill,
4732,3009,1.0,Kamakura,Kanagawa
4733,4286,1.0,Pemalang,Central Java
4734,2021,2.0,Kamarhati,West Bengali
4735,140,2.0,Changzhou,Jiangsu
4736,2559,1.0,Bhavnagar,Gujarat
4737,516,1.0,Datong,Shanxi
4738,3022,1.0,Hanoi,Hanoi
4739,80,1.0,NDjamna,Chari-Baguirmi
4740,2948,2.0,Eskisehir,Eskisehir
4741,1351,2.0,Santo Andr,So Paulo
4742,173,1.0,Saint-Denis,Saint-Denis
4743,3942,1.0,Namibe,Namibe
4744,4279,2.0,Masqat,Masqat
4745,1190,1.0,Tanza,Southern Tagalog
4746,3383,2.0,Ikerre,Ondo & Ekiti
4747,3469,1.0,Vancouver,British Colombia
4748,3250,1.0,London,Ontario
4749,1642,1.0,Izumisano,Osaka
4750,3177,1.0,Huixquilucan,Mxico
4751,661,1.0,Shenzhen,Guangdong
4752,3068,1.0,Zeleznogorsk,Krasnojarsk
4753,1278,1.0,Joliet,Illinois
4754,3698,1.0,Valle de Santiago,Guanajuato
4755,3999,1.0,Benin City,Edo & Delta
4756,3718,2.0,Matamoros,Tamaulipas
4757,3556,1.0,Zeleznogorsk,Krasnojarsk
4758,390,2.0,Arak,Markazi
4759,899,1.0,Zapopan,Jalisco
4760,1188,1.0,La Plata,Buenos Aires
4761,469,2.0,La Romana,La Romana
4762,1057,1.0,Brockton,Massachusetts
4763,3744,1.0,Teboksary,Tuvassia
4764,2787,1.0,Coatzacoalcos,Veracruz
4765,3462,1.0,Lublin,Lubelskie
4766,2406,1.0,Zhezqazghan,Qaraghandy
4767,1060,1.0,Jhansi,Uttar Pradesh
4768,2156,1.0,Acua,Coahuila de Zaragoza
4769,3025,2.0,Isesaki,Gumma
4770,673,1.0,Okayama,Okayama
4771,4277,1.0,Jinzhou,Liaoning
4772,2598,2.0,Bucuresti,Bukarest
4773,449,1.0,Ashdod,Ha Darom
4774,611,1.0,Rae Bareli,Uttar Pradesh
4775,1321,1.0,Paarl,Western Cape
4776,2740,1.0,Nezahualcyotl,Mxico
4777,1818,2.0,Garden Grove,California
4778,445,1.0,Vancouver,British Colombia
4779,3952,1.0,Sunnyvale,California
4780,549,1.0,Compton,California
4781,58,2.0,Emmen,Drenthe
4782,2724,2.0,Dayton,Ohio
4783,3929,1.0,Kragujevac,Central Serbia
4784,691,1.0,Binzhou,Shandong
4785,20,2.0,Chiayi,Chiayi
4786,100,1.0,Madiun,East Java
4787,2505,1.0,Korolev,Moskova
4788,2132,2.0,Urawa,Saitama
4789,3090,2.0,Guaruj,So Paulo
4790,2497,1.0,El Fuerte,Sinaloa
4791,3409,2.0,York,England
4792,2484,2.0,Masqat,Masqat
4793,1389,2.0,Olomouc,Severn Morava
4794,3874,2.0,Bellevue,Washington
4795,4112,1.0,London,Ontario
4796,1940,2.0,Kimchon,Kyongsangbuk
4797,761,2.0,Sucre,Chuquisaca
4798,22,1.0,Sokoto,Sokoto & Kebbi & Zam
4799,1786,2.0,Ocumare del Tuy,Miranda
4800,3756,1.0,Salinas,California
4801,377,1.0,Maracabo,Zulia
4802,214,2.0,Pontianak,Kalimantan Barat
4803,4511,2.0,Hsichuh,Taipei
4804,2544,2.0,Bucuresti,Bukarest
4805,4251,2.0,Emmen,Drenthe
4806,4056,2.0,Bhilwara,Rajasthan
4807,4032,2.0,Smolensk,Smolensk
4808,3281,2.0,Callao,Callao
4809,2752,2.0,Bergamo,Lombardia
4810,3497,2.0,Lapu-Lapu,Central Visayas
4811,840,1.0,Jos Azueta,Guerrero
4812,2700,1.0,Nuuk,Kitaa
4813,1608,1.0,Soshanguve,Gauteng
4814,115,1.0,Molodetno,Minsk
4815,1342,2.0,Daxian,Sichuan
4816,2672,1.0,Batman,Batman
4817,1690,1.0,Batman,Batman
4818,3970,1.0,Shahr-e Kord,Chaharmahal va Bakht
4819,155,1.0,Blumenau,Santa Catarina
4820,1855,1.0,Ambattur,Tamil Nadu
4821,2419,2.0,Bucuresti,Bukarest
4822,911,2.0,Pereira,Risaralda
4823,4455,2.0,Enshi,Hubei
4824,1100,2.0,Goinia,Gois
4825,2661,1.0,Torren,Coahuila de Zaragoza
4826,1150,2.0,Almirante Brown,Buenos Aires
4827,2739,1.0,San Miguel de Tucumn,Tucumn
4828,1838,1.0,Chapra,Bihar
4829,2921,1.0,Jos Azueta,Guerrero
4830,1288,2.0,Kaliningrad,Kaliningrad
